ID,Order_EN,Order_CN,Family_EN,Family_CN,Genus_EN,Genus_CN,Species_EN,Species_CN,Name_EN,Name_CN
08185,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,ilex,ilex,Quercus ilex,冬青
08186,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,ilicifolia,ilicifolia,Quercus ilicifolia,栎叶栎
08187,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,imbricaria,imbricaria,Quercus imbricaria,栎树
08188,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,kelloggii,kelloggii,Quercus kelloggii,凯氏栎
08189,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,laevis,laevis,Quercus laevis,栎树
08190,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,lobata,lobata,Quercus lobata,栎树
08191,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,macrocarpa,macrocarpa,Quercus macrocarpa,大果栎
08192,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,marilandica,marilandica,Quercus marilandica,马里兰栎
08193,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,michauxii,michauxii,Quercus michauxii,米氏栎
08195,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,muehlenbergii,muehlenbergii,Quercus muehlenbergii,穆氏栎
08196,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,nigra,nigra,Quercus nigra,黑栎
08197,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,palustris,palustris,Quercus palustris,沼泽栎
08198,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,phellos,phellos,Quercus phellos,栎树
08199,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,robur,夏栎,Quercus robur,夏栎
08200,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,rotundifolia,rotundifolia,Quercus rotundifolia,圆叶栎
08201,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,rubra,rubra,Quercus rubra,红栎
08202,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,shumardii,shumardii,Quercus shumardii,舒玛栎
08203,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,sinuata,sinuata,Quercus sinuata,麻栎
08204,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,stellata,stellata,Quercus stellata,星状栎
08205,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,suber,suber,Quercus suber,栎树
08207,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,velutina,velutina,Quercus velutina,绒毛栎
08208,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,virginiana,virginiana,Quercus virginiana,弗吉尼亚栎
08209,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,wislizeni,wislizeni,Quercus wislizeni,栎树
08210,Fagales,壳斗目,Juglandaceae,胡桃科,Carya,山核桃属,cordiformis,cordiformis,Carya cordiformis,心形山核桃
08211,Fagales,壳斗目,Juglandaceae,胡桃科,Carya,山核桃属,glabra,glabra,Carya glabra,光山核桃
08212,Fagales,壳斗目,Juglandaceae,胡桃科,Carya,山核桃属,illinoinensis,illinoinensis,Carya illinoinensis,山核桃
08213,Fagales,壳斗目,Juglandaceae,胡桃科,Carya,山核桃属,ovata,山核桃,Carya ovata,卵形山核桃
08214,Fagales,壳斗目,Juglandaceae,胡桃科,Carya,山核桃属,tomentosa,tomentosa,Carya tomentosa,毛山核桃
08215,Fagales,壳斗目,Juglandaceae,胡桃科,Juglans,胡桃属,californica,californica,Juglans californica,加州核桃
08216,Fagales,壳斗目,Juglandaceae,胡桃科,Juglans,胡桃属,cinerea,cinerea,Juglans cinerea,灰核桃
08217,Fagales,壳斗目,Juglandaceae,胡桃科,Juglans,胡桃属,nigra,nigra,Juglans nigra,黑核桃
08218,Fagales,壳斗目,Juglandaceae,胡桃科,Juglans,胡桃属,regia,胡桃,Juglans regia,核桃
08219,Fagales,壳斗目,Myricaceae,杨梅科,Comptonia,Comptonia,peregrina,peregrina,Comptonia peregrina,百里香
08221,Fagales,壳斗目,Myricaceae,杨梅科,Morella,Morella,cerifera,cerifera,Morella cerifera,羊肚菌
08222,Fagales,壳斗目,Myricaceae,杨梅科,Morella,Morella,pensylvanica,pensylvanica,Morella pensylvanica,宾夕法尼亚莫雷拉
08223,Fagales,壳斗目,Myricaceae,杨梅科,Myrica,Myrica,gale,gale,Myrica gale,杨梅大风
08224,Fagales,壳斗目,Nothofagaceae,南青冈科,Nothofagus,Nothofagus,cliffortioides,cliffortioides,Nothofagus cliffortioides,黄水青冈
08225,Fagales,壳斗目,Nothofagaceae,南青冈科,Nothofagus,Nothofagus,menziesii,menziesii,Nothofagus menziesii,水青冈
08226,Garryales,Garryales,Garryaceae,丝缨花科,Garrya,Garrya,elliptica,elliptica,Garrya elliptica,椭圆荠菜
08287,Gentianales,龙胆目,Gelsemiaceae,钩吻科,Gelsemium,Gelsemium,sempervirens,sempervirens,Gelsemium sempervirens,永生钩吻
08317,Gentianales,龙胆目,Loganiaceae,马钱科,Geniostoma,Geniostoma,ligustrifolium,ligustrifolium,Geniostoma ligustrifolium,女贞
08392,Gunnerales,Gunnerales,Gunneraceae,洋二仙草科,Gunnera,Gunnera,tinctoria,tinctoria,Gunnera tinctoria,红珊瑚
08414,Lamiales,唇形目,Bignoniaceae,紫葳科,Catalpa,Catalpa,speciosa,speciosa,Catalpa speciosa,梓树
08416,Lamiales,唇形目,Bignoniaceae,紫葳科,Crescentia,Crescentia,cujete,cujete,Crescentia cujete,库杰新月虫
08417,Lamiales,唇形目,Bignoniaceae,紫葳科,Jacaranda,Jacaranda,mimosifolia,mimosifolia,Jacaranda mimosifolia,含羞草蓝花楹
08418,Lamiales,唇形目,Bignoniaceae,紫葳科,Spathodea,Spathodea,campanulata,campanulata,Spathodea campanulata,风轮花
08419,Lamiales,唇形目,Bignoniaceae,紫葳科,Tabebuia,Tabebuia,rosea,rosea,Tabebuia rosea,玫瑰花
08420,Lamiales,唇形目,Bignoniaceae,紫葳科,Tecoma,Tecoma,stans,stans,Tecoma stans,特科马斯坦斯
08432,Lamiales,唇形目,Lamiaceae,唇形科,Callicarpa,紫珠属,formosana,formosana,Callicarpa formosana,台湾紫珠
08527,Lamiales,唇形目,Lamiaceae,唇形科,Vitex,牡荆属,lucens,lucens,Vitex lucens,荆条
08543,Lamiales,唇形目,Oleaceae,木犀科,Chionanthus,Chionanthus,virginicus,virginicus,Chionanthus virginicus,维吉尼亚草
08546,Lamiales,唇形目,Oleaceae,木犀科,Fraxinus,梣属,americana,americana,Fraxinus americana,美洲白蜡
08547,Lamiales,唇形目,Oleaceae,木犀科,Fraxinus,梣属,excelsior,欧洲白蜡,Fraxinus excelsior,白蜡树
08548,Lamiales,唇形目,Oleaceae,木犀科,Fraxinus,梣属,latifolia,latifolia,Fraxinus latifolia,阔叶白蜡
08549,Lamiales,唇形目,Oleaceae,木犀科,Fraxinus,梣属,nigra,nigra,Fraxinus nigra,黑蜡树
08550,Lamiales,唇形目,Oleaceae,木犀科,Fraxinus,梣属,pennsylvanica,pennsylvanica,Fraxinus pennsylvanica,宾夕法尼亚水曲柳
08551,Lamiales,唇形目,Oleaceae,木犀科,Fraxinus,梣属,velutina,velutina,Fraxinus velutina,绒毛白蜡
08552,Lamiales,唇形目,Oleaceae,木犀科,Ligustrum,女贞属,lucidum,lucidum,Ligustrum lucidum,女贞子
08554,Lamiales,唇形目,Oleaceae,木犀科,Ligustrum,女贞属,sinense,sinense,Ligustrum sinense,女贞
08556,Lamiales,唇形目,Oleaceae,木犀科,Olea,木犀榄属,europaea,油橄榄,Olea europaea,油橄榄
08557,Lamiales,唇形目,Oleaceae,木犀科,Syringa,丁香属,vulgaris,欧洲丁香,Syringa vulgaris,紫丁香
08619,Lamiales,唇形目,Paulowniaceae,泡桐科,Paulownia,Paulownia,tomentosa,tomentosa,Paulownia tomentosa,毛泡桐
08708,Lamiales,唇形目,Scrophulariaceae,玄参科,Buddleja,Buddleja,cordata,cordata,Buddleja cordata,醉鱼草
08709,Lamiales,唇形目,Scrophulariaceae,玄参科,Buddleja,Buddleja,davidii,davidii,Buddleja davidii,醉鱼草
08720,Lamiales,唇形目,Stilbaceae,光叶草科,Halleria,Halleria,lucida,lucida,Halleria lucida,哈勒虫
08744,Laurales,樟目,Atherospermataceae,香材树科,Laurelia,Laurelia,novae-zelandiae,novae-zelandiae,Laurelia novae-zelandiae,新西兰劳里利亚
08747,Laurales,樟目,Lauraceae,樟科,Beilschmiedia,Beilschmiedia,tawa,tawa,Beilschmiedia tawa,贝氏菌
08749,Laurales,樟目,Lauraceae,樟科,Cinnamomum,樟属,camphora,樟,Cinnamomum camphora,樟树
08750,Laurales,樟目,Lauraceae,樟科,Laurus,月桂属,nobilis,月桂,Laurus nobilis,月桂树
08752,Laurales,樟目,Lauraceae,樟科,Persea,Persea,americana,americana,Persea americana,美洲鲈
08754,Laurales,樟目,Lauraceae,樟科,Umbellularia,Umbellularia,californica,californica,Umbellularia californica,加州伞形花
08755,Laurales,樟目,Monimiaceae,香材树科,Hedycarya,Hedycarya,arborea,arborea,Hedycarya arborea,树红花
08756,Magnoliales,木兰目,Annonaceae,番荔枝科,Annona,Annona,glabra,glabra,Annona glabra,番荔枝
08757,Magnoliales,木兰目,Annonaceae,番荔枝科,Asimina,Asimina,triloba,triloba,Asimina triloba,三叶草
08758,Magnoliales,木兰目,Magnoliaceae,木兰科,Liriodendron,鹅掌楸属,tulipifera,tulipifera,Liriodendron tulipifera,鹅掌楸
08759,Magnoliales,木兰目,Magnoliaceae,木兰科,Magnolia,木兰属,acuminata,acuminata,Magnolia acuminata,厚朴
08761,Magnoliales,木兰目,Magnoliaceae,木兰科,Magnolia,木兰属,grandiflora,大花木兰,Magnolia grandiflora,广玉兰
08855,Malpighiales,金虎尾目,Rhizophoraceae,红树科,Rhizophora,Rhizophora,mangle,mangle,Rhizophora mangle,红树
08856,Malpighiales,金虎尾目,Salicaceae,杨柳科,Populus,杨属,alba,银白杨,Populus alba,白杨
08857,Malpighiales,金虎尾目,Salicaceae,杨柳科,Populus,杨属,balsamifera,balsamifera,Populus balsamifera,香脂
08858,Malpighiales,金虎尾目,Salicaceae,杨柳科,Populus,杨属,deltoides,deltoides,Populus deltoides,三角杨
08859,Malpighiales,金虎尾目,Salicaceae,杨柳科,Populus,杨属,fremontii,fremontii,Populus fremontii,弗里蒙胡杨
08861,Malpighiales,金虎尾目,Salicaceae,杨柳科,Populus,杨属,nigra,黑杨,Populus nigra,黑杨
08863,Malpighiales,金虎尾目,Salicaceae,杨柳科,Populus,杨属,tremuloides,tremuloides,Populus tremuloides,山杨
08864,Malpighiales,金虎尾目,Salicaceae,杨柳科,Populus,杨属,trichocarpa,trichocarpa,Populus trichocarpa,毛果杨
08865,Malpighiales,金虎尾目,Salicaceae,杨柳科,Salix,柳属,alba,白柳,Salix alba,白柳
08866,Malpighiales,金虎尾目,Salicaceae,杨柳科,Salix,柳属,babylonica,babylonica,Salix babylonica,垂柳
08867,Malpighiales,金虎尾目,Salicaceae,杨柳科,Salix,柳属,bebbiana,bebbiana,Salix bebbiana,贝比亚柳
08868,Malpighiales,金虎尾目,Salicaceae,杨柳科,Salix,柳属,caprea,caprea,Salix caprea,柳
08873,Malpighiales,金虎尾目,Salicaceae,杨柳科,Salix,柳属,gooddingii,gooddingii,Salix gooddingii,古丁柳
08874,Malpighiales,金虎尾目,Salicaceae,杨柳科,Salix,柳属,interior,interior,Salix interior,柳内饰
08875,Malpighiales,金虎尾目,Salicaceae,杨柳科,Salix,柳属,laevigata,laevigata,Salix laevigata,金叶柳
08876,Malpighiales,金虎尾目,Salicaceae,杨柳科,Salix,柳属,lasiolepis,lasiolepis,Salix lasiolepis,毛鳞柳
08877,Malpighiales,金虎尾目,Salicaceae,杨柳科,Salix,柳属,myrsinifolia,myrsinifolia,Salix myrsinifolia,红柳
08878,Malpighiales,金虎尾目,Salicaceae,杨柳科,Salix,柳属,nigra,nigra,Salix nigra,黑柳
08880,Malpighiales,金虎尾目,Salicaceae,杨柳科,Salix,柳属,triandra,triandra,Salix triandra,柳
08881,Malpighiales,金虎尾目,Salicaceae,杨柳科,Salix,柳属,viminalis,viminalis,Salix viminalis,柳树
08919,Malvales,锦葵目,Bixaceae,红木科,Cochlospermum,Cochlospermum,vitifolium,vitifolium,Cochlospermum vitifolium,绿草
08931,Malvales,锦葵目,Malvaceae,锦葵科,Adansonia,猴面包树属,digitata,digitata,Adansonia digitata,指状阿丹索尼亚
08937,Malvales,锦葵目,Malvaceae,锦葵科,Ceiba,Ceiba,pentandra,pentandra,Ceiba pentandra,木棉
08938,Malvales,锦葵目,Malvaceae,锦葵科,Entelea,Entelea,arborescens,arborescens,Entelea arborescens,木立小蠹
08940,Malvales,锦葵目,Malvaceae,锦葵科,Fremontodendron,Fremontodendron,californicum,californicum,Fremontodendron californicum,加州弗里蒙特树
08941,Malvales,锦葵目,Malvaceae,锦葵科,Gossypium,棉属,hirsutum,hirsutum,Gossypium hirsutum,陆地棉
08942,Malvales,锦葵目,Malvaceae,锦葵科,Guazuma,Guazuma,ulmifolia,ulmifolia,Guazuma ulmifolia,番石榴
08968,Malvales,锦葵目,Malvaceae,锦葵科,Pachira,Pachira,aquatica,aquatica,Pachira aquatica,发财树
08970,Malvales,锦葵目,Malvaceae,锦葵科,Plagianthus,Plagianthus,divaricatus,divaricatus,Plagianthus divaricatus,斜花
08971,Malvales,锦葵目,Malvaceae,锦葵科,Plagianthus,Plagianthus,regius,regius,Plagianthus regius,霸王草
08982,Malvales,锦葵目,Malvaceae,锦葵科,Thespesia,Thespesia,populnea,populnea,Thespesia populnea,杨树
08983,Malvales,锦葵目,Malvaceae,锦葵科,Tilia,椴属,americana,americana,Tilia americana,美洲椴树
08987,Malvales,锦葵目,Muntingiaceae,文定果科,Muntingia,Muntingia,calabura,calabura,Muntingia calabura,黑麂
08988,Malvales,锦葵目,Thymelaeaceae,瑞香科,Daphne,Daphne,gnidium,gnidium,Daphne gnidium,瑞香
08993,Myrtales,桃金娘目,Combretaceae,使君子科,Conocarpus,Conocarpus,erectus,erectus,Conocarpus erectus,直立松果树
08994,Myrtales,桃金娘目,Combretaceae,使君子科,Laguncularia,Laguncularia,racemosa,racemosa,Laguncularia racemosa,总状唇形藻
08995,Myrtales,桃金娘目,Combretaceae,使君子科,Terminalia,Terminalia,catappa,catappa,Terminalia catappa,榄仁树
09003,Myrtales,桃金娘目,Lythraceae,千屈菜科,Punica,石榴属,granatum,石榴,Punica granatum,石榴
09010,Myrtales,桃金娘目,Myrtaceae,桃金娘科,Eucalyptus,桉属,camaldulensis,camaldulensis,Eucalyptus camaldulensis,赤桉
09011,Myrtales,桃金娘目,Myrtaceae,桃金娘科,Eucalyptus,桉属,globulus,蓝桉,Eucalyptus globulus,蓝桉
09012,Myrtales,桃金娘目,Myrtaceae,桃金娘科,Leptospermum,Leptospermum,laevigatum,laevigatum,Leptospermum laevigatum,细子草
09013,Myrtales,桃金娘目,Myrtaceae,桃金娘科,Leptospermum,Leptospermum,scoparium,scoparium,Leptospermum scoparium,细子草
09014,Myrtales,桃金娘目,Myrtaceae,桃金娘科,Lophomyrtus,Lophomyrtus,bullata,bullata,Lophomyrtus bullata,桃金娘
09016,Myrtales,桃金娘目,Myrtaceae,桃金娘科,Metrosideros,Metrosideros,excelsa,excelsa,Metrosideros excelsa,梅特罗西德罗
09017,Myrtales,桃金娘目,Myrtaceae,桃金娘科,Metrosideros,Metrosideros,fulgens,fulgens,Metrosideros fulgens,光尾铁蛾
09018,Myrtales,桃金娘目,Myrtaceae,桃金娘科,Metrosideros,Metrosideros,perforata,perforata,Metrosideros perforata,穿孔铁甲
09019,Myrtales,桃金娘目,Myrtaceae,桃金娘科,Metrosideros,Metrosideros,polymorpha,polymorpha,Metrosideros polymorpha,地黄
09020,Myrtales,桃金娘目,Myrtaceae,桃金娘科,Metrosideros,Metrosideros,robusta,robusta,Metrosideros robusta,罗布斯塔梅特罗西德罗
09021,Myrtales,桃金娘目,Myrtaceae,桃金娘科,Metrosideros,Metrosideros,umbellata,umbellata,Metrosideros umbellata,伞形叶甲
09022,Myrtales,桃金娘目,Myrtaceae,桃金娘科,Myrtus,桃金娘属,communis,communis,Myrtus communis,香桃木
09023,Myrtales,桃金娘目,Myrtaceae,桃金娘科,Psidium,Psidium,cattleyanum,cattleyanum,Psidium cattleyanum,牛车草
09024,Myrtales,桃金娘目,Myrtaceae,桃金娘科,Psidium,Psidium,guajava,guajava,Psidium guajava,番石榴
09088,Oxalidales,酢浆草目,Cunoniaceae,火把树科,Weinmannia,Weinmannia,racemosa,racemosa,Weinmannia racemosa,总状温曼草
09089,Oxalidales,酢浆草目,Elaeocarpaceae,杜英科,Aristotelia,Aristotelia,serrata,serrata,Aristotelia serrata,锯缘亚里士多德
09090,Oxalidales,酢浆草目,Elaeocarpaceae,杜英科,Elaeocarpus,Elaeocarpus,hookerianus,hookerianus,Elaeocarpus hookerianus,胡颓子
09121,Proteales,山龙眼目,Platanaceae,悬铃木科,Platanus,悬铃木属,occidentalis,occidentalis,Platanus occidentalis,悬铃木
09123,Proteales,山龙眼目,Platanaceae,悬铃木科,Platanus,悬铃木属,wrightii,wrightii,Platanus wrightii,悬铃木
09126,Proteales,山龙眼目,Proteaceae,山龙眼科,Hakea,Hakea,sericea,sericea,Hakea sericea,绢毛木杉
09128,Proteales,山龙眼目,Proteaceae,山龙眼科,Leucadendron,Leucadendron,laureolum,laureolum,Leucadendron laureolum,月桂白千层
09129,Proteales,山龙眼目,Proteaceae,山龙眼科,Leucadendron,Leucadendron,rubrum,rubrum,Leucadendron rubrum,红色白千层
09131,Proteales,山龙眼目,Proteaceae,山龙眼科,Leucospermum,Leucospermum,conocarpodendron,conocarpodendron,Leucospermum conocarpodendron,白子草
09135,Proteales,山龙眼目,Proteaceae,山龙眼科,Protea,Protea,cynaroides,cynaroides,Protea cynaroides,西兰花
09136,Proteales,山龙眼目,Proteaceae,山龙眼科,Protea,Protea,laurifolia,laurifolia,Protea laurifolia,月桂叶普罗蒂亚
09137,Proteales,山龙眼目,Proteaceae,山龙眼科,Protea,Protea,neriifolia,neriifolia,Protea neriifolia,山龙眼
09143,Ranunculales,毛茛目,Berberidaceae,小檗科,Berberis,小檗属,bealei,bealei,Berberis bealei,小檗
09145,Ranunculales,毛茛目,Berberidaceae,小檗科,Berberis,小檗属,nervosa,nervosa,Berberis nervosa,小檗
09147,Ranunculales,毛茛目,Berberidaceae,小檗科,Berberis,小檗属,thunbergii,thunbergii,Berberis thunbergii,小檗
09148,Ranunculales,毛茛目,Berberidaceae,小檗科,Berberis,小檗属,trifoliolata,trifoliolata,Berberis trifoliolata,三叶小檗
09296,Rosales,蔷薇目,Elaeagnaceae,胡颓子科,Elaeagnus,Elaeagnus,angustifolia,angustifolia,Elaeagnus angustifolia,沙枣
09299,Rosales,蔷薇目,Elaeagnaceae,胡颓子科,Elaeagnus,Elaeagnus,umbellata,umbellata,Elaeagnus umbellata,胡颓子
09300,Rosales,蔷薇目,Elaeagnaceae,胡颓子科,Hippophae,Hippophae,rhamnoides,rhamnoides,Hippophae rhamnoides,沙棘
09302,Rosales,蔷薇目,Moraceae,桑科,Artocarpus,Artocarpus,altilis,altilis,Artocarpus altilis,木香
09303,Rosales,蔷薇目,Moraceae,桑科,Artocarpus,Artocarpus,heterophyllus,heterophyllus,Artocarpus heterophyllus,木菠萝
09304,Rosales,蔷薇目,Moraceae,桑科,Broussonetia,Broussonetia,papyrifera,papyrifera,Broussonetia papyrifera,构树
09305,Rosales,蔷薇目,Moraceae,桑科,Fatoua,Fatoua,villosa,villosa,Fatoua villosa,长毛蟠桃
09306,Rosales,蔷薇目,Moraceae,桑科,Ficus,榕属,aurea,aurea,Ficus aurea,金叶榕
09307,Rosales,蔷薇目,Moraceae,桑科,Ficus,榕属,carica,无花果,Ficus carica,无花果
09308,Rosales,蔷薇目,Moraceae,桑科,Ficus,榕属,microcarpa,microcarpa,Ficus microcarpa,小叶榕
09309,Rosales,蔷薇目,Moraceae,桑科,Ficus,榕属,petiolaris,petiolaris,Ficus petiolaris,叶叶榕
09311,Rosales,蔷薇目,Moraceae,桑科,Ficus,榕属,religiosa,religiosa,Ficus religiosa,宗教榕
09312,Rosales,蔷薇目,Moraceae,桑科,Maclura,Maclura,pomifera,pomifera,Maclura pomifera,鲫鱼
09313,Rosales,蔷薇目,Moraceae,桑科,Morus,桑属,alba,白桑,Morus alba,白桑
09321,Rosales,蔷薇目,Rhamnaceae,鼠李科,Ceanothus,美洲茶属,cuneatus,cuneatus,Ceanothus cuneatus,楔形角藻
09325,Rosales,蔷薇目,Rhamnaceae,鼠李科,Ceanothus,美洲茶属,leucodermis,leucodermis,Ceanothus leucodermis,白花鹿角藻
09326,Rosales,蔷薇目,Rhamnaceae,鼠李科,Ceanothus,美洲茶属,megacarpus,megacarpus,Ceanothus megacarpus,巨果树
09328,Rosales,蔷薇目,Rhamnaceae,鼠李科,Ceanothus,美洲茶属,perplexans,perplexans,Ceanothus perplexans,长毛鹿角藻
09336,Rosales,蔷薇目,Rhamnaceae,鼠李科,Discaria,Discaria,toumatou,toumatou,Discaria toumatou,圆盘藻
09337,Rosales,蔷薇目,Rhamnaceae,鼠李科,Frangula,Frangula,alnus,alnus,Frangula alnus,桤木
09338,Rosales,蔷薇目,Rhamnaceae,鼠李科,Frangula,Frangula,californica,californica,Frangula californica,苜蓿
09340,Rosales,蔷薇目,Rhamnaceae,鼠李科,Frangula,Frangula,purshiana,purshiana,Frangula purshiana,紫薇
09341,Rosales,蔷薇目,Rhamnaceae,鼠李科,Paliurus,Paliurus,spina-christi,spina-christi,Paliurus spina-christi,青蒿
09342,Rosales,蔷薇目,Rhamnaceae,鼠李科,Rhamnus,鼠李属,alaternus,alaternus,Rhamnus alaternus,鼠李
09353,Rosales,蔷薇目,Rosaceae,蔷薇科,Adenostoma,Adenostoma,sparsifolium,sparsifolium,Adenostoma sparsifolium,稀疏叶腺口藻
09366,Rosales,蔷薇目,Rosaceae,蔷薇科,Cercocarpus,Cercocarpus,ledifolius,ledifolius,Cercocarpus ledifolius,红叶尾香树
09367,Rosales,蔷薇目,Rosaceae,蔷薇科,Cercocarpus,Cercocarpus,montanus,montanus,Cercocarpus montanus,尾果树
09368,Rosales,蔷薇目,Rosaceae,蔷薇科,Chamaebatia,Chamaebatia,foliolosa,foliolosa,Chamaebatia foliolosa,小叶苋菜
09373,Rosales,蔷薇目,Rosaceae,蔷薇科,Crataegus,山楂属,monogyna,单子山楂,Crataegus monogyna,单雌山楂
09418,Rosales,蔷薇目,Rosaceae,蔷薇科,Prunus,李属,avium,甜樱桃,Prunus avium,樱桃
09421,Rosales,蔷薇目,Rosaceae,蔷薇科,Prunus,李属,dulcis,dulcis,Prunus dulcis,樱桃
09423,Rosales,蔷薇目,Rosaceae,蔷薇科,Prunus,李属,fasciculata,fasciculata,Prunus fasciculata,束状李
09424,Rosales,蔷薇目,Rosaceae,蔷薇科,Prunus,李属,fremontii,fremontii,Prunus fremontii,弗里蒙李
09425,Rosales,蔷薇目,Rosaceae,蔷薇科,Prunus,李属,ilicifolia,ilicifolia,Prunus ilicifolia,樱桃叶
09428,Rosales,蔷薇目,Rosaceae,蔷薇科,Prunus,李属,padus,padus,Prunus padus,稠李
09429,Rosales,蔷薇目,Rosaceae,蔷薇科,Prunus,李属,pensylvanica,pensylvanica,Prunus pensylvanica,宾夕法尼亚李
09430,Rosales,蔷薇目,Rosaceae,蔷薇科,Prunus,李属,persica,persica,Prunus persica,桃
09431,Rosales,蔷薇目,Rosaceae,蔷薇科,Prunus,李属,pumila,pumila,Prunus pumila,樱桃
09432,Rosales,蔷薇目,Rosaceae,蔷薇科,Prunus,李属,serotina,serotina,Prunus serotina,梅花
09433,Rosales,蔷薇目,Rosaceae,蔷薇科,Prunus,李属,spinosa,spinosa,Prunus spinosa,刺李
09434,Rosales,蔷薇目,Rosaceae,蔷薇科,Prunus,李属,virginiana,virginiana,Prunus virginiana,弗吉尼亚李
09435,Rosales,蔷薇目,Rosaceae,蔷薇科,Purshia,Purshia,stansburyana,stansburyana,Purshia stansburyana,紫薇
09436,Rosales,蔷薇目,Rosaceae,蔷薇科,Purshia,Purshia,tridentata,tridentata,Purshia tridentata,三齿紫菜
09437,Rosales,蔷薇目,Rosaceae,蔷薇科,Pyracantha,Pyracantha,coccinea,coccinea,Pyracantha coccinea,红火棘
09438,Rosales,蔷薇目,Rosaceae,蔷薇科,Pyrus,梨属,calleryana,calleryana,Pyrus calleryana,梨
09439,Rosales,蔷薇目,Rosaceae,蔷薇科,Pyrus,梨属,communis,西洋梨,Pyrus communis,梨
09440,Rosales,蔷薇目,Rosaceae,蔷薇科,Rhaphiolepis,Rhaphiolepis,indica,indica,Rhaphiolepis indica,石竹
09488,Rosales,蔷薇目,Rosaceae,蔷薇科,Sorbus,花楸属,americana,americana,Sorbus americana,美洲花梨
09489,Rosales,蔷薇目,Rosaceae,蔷薇科,Sorbus,花楸属,aucuparia,aucuparia,Sorbus aucuparia,花梨
09490,Rosales,蔷薇目,Rosaceae,蔷薇科,Sorbus,花楸属,sitchensis,sitchensis,Sorbus sitchensis,花楸
09499,Rosales,蔷薇目,Ulmaceae,榆科,Ulmus,榆属,americana,americana,Ulmus americana,美洲榆
09500,Rosales,蔷薇目,Ulmaceae,榆科,Ulmus,榆属,crassifolia,crassifolia,Ulmus crassifolia,榆树
09502,Rosales,蔷薇目,Ulmaceae,榆科,Ulmus,榆属,laevis,laevis,Ulmus laevis,榆树
09503,Rosales,蔷薇目,Ulmaceae,榆科,Ulmus,榆属,minor,小叶榆,Ulmus minor,小榆树
09504,Rosales,蔷薇目,Ulmaceae,榆科,Ulmus,榆属,parvifolia,parvifolia,Ulmus parvifolia,小叶榆
09505,Rosales,蔷薇目,Ulmaceae,榆科,Ulmus,榆属,pumila,pumila,Ulmus pumila,榆树
09506,Rosales,蔷薇目,Ulmaceae,榆科,Ulmus,榆属,rubra,rubra,Ulmus rubra,红榆
09507,Rosales,蔷薇目,Ulmaceae,榆科,Ulmus,榆属,thomasii,thomasii,Ulmus thomasii,榆树
09519,Santalales,檀香目,Loranthaceae,桑寄生科,Ileostylus,Ileostylus,micranthus,micranthus,Ileostylus micranthus,细花回肠草
09523,Santalales,檀香目,Santalaceae,檀香科,Exocarpos,Exocarpos,cupressiformis,cupressiformis,Exocarpos cupressiformis,柏形果
09525,Santalales,檀香目,Santalaceae,檀香科,Phoradendron,Phoradendron,californicum,californicum,Phoradendron californicum,加州佛罗登
09526,Santalales,檀香目,Santalaceae,檀香科,Phoradendron,Phoradendron,leucarpum,leucarpum,Phoradendron leucarpum,白果佛手藤
09527,Santalales,檀香目,Santalaceae,檀香科,Viscum,Viscum,album,album,Viscum album,槲寄生专辑
09528,Sapindales,无患子目,Anacardiaceae,漆树科,Anacardium,腰果属,occidentale,occidentale,Anacardium occidentale,西漆树
09530,Sapindales,无患子目,Anacardiaceae,漆树科,Malosma,Malosma,laurina,laurina,Malosma laurina,山楂
09531,Sapindales,无患子目,Anacardiaceae,漆树科,Mangifera,Mangifera,indica,indica,Mangifera indica,芒果
09532,Sapindales,无患子目,Anacardiaceae,漆树科,Pistacia,Pistacia,chinensis,chinensis,Pistacia chinensis,黄连木
09533,Sapindales,无患子目,Anacardiaceae,漆树科,Pistacia,Pistacia,lentiscus,lentiscus,Pistacia lentiscus,黄连木
09535,Sapindales,无患子目,Anacardiaceae,漆树科,Rhus,漆树属,copallinum,copallinum,Rhus copallinum,漆树
